date,state,district,pincode,demo_age_5_17,demo_age_17_plus
2025-10-26,Bihar,Purba Champaran,845417,0,1
2025-10-26,Bihar,Purnea,854202,0,1
2025-10-26,Bihar,Purnea,854301,0,9
2025-10-26,Bihar,Purnea,854326,0,5
2025-10-26,Bihar,Purnea,854330,0,1
2025-10-26,Bihar,Purnea,854337,0,9
2025-10-26,Bihar,Purnia,854201,2,29
2025-10-26,Bihar,Purnia,854301,4,32
2025-10-26,Bihar,Purnia,854325,1,19
2025-10-26,Bihar,Purnia,854326,3,53
2025-10-26,Bihar,Rohtas,802211,3,24
2025-10-26,Bihar,Rohtas,802216,0,14
2025-10-26,Bihar,Rohtas,802218,6,20
2025-10-26,Bihar,Rohtas,802221,1,7
2025-10-26,Bihar,Rohtas,821111,1,24
2025-10-26,Bihar,Rohtas,821113,11,65
2025-10-26,Bihar,Rohtas,821306,3,27
2025-10-26,Bihar,Saharsa,852107,3,53
2025-10-26,Bihar,Saharsa,852123,3,39
2025-10-26,Bihar,Saharsa,852202,3,42
2025-10-26,Bihar,Saharsa,852221,2,57
2025-10-26,Bihar,Samastipur,847301,4,35
2025-10-26,Bihar,Samastipur,848102,2,34
2025-10-26,Bihar,Samastipur,848111,1,3
2025-10-26,Bihar,Samastipur,848125,5,51
2025-10-26,Bihar,Samastipur,848134,1,38
2025-10-26,Bihar,Samastipur,848160,2,21
2025-10-26,Bihar,Samastipur,848209,4,80
2025-10-26,Bihar,Samastipur,848236,3,31
2025-10-26,Bihar,Samastipur,848504,7,49
2025-10-26,Bihar,Samastipur,848505,1,42
2025-10-26,Bihar,Samastipur,848506,1,31
2025-10-26,Bihar,Saran,841105,0,4
2025-10-26,Bihar,Saran,841221,3,49
2025-10-26,Bihar,Saran,841224,2,14
2025-10-26,Bihar,Saran,841305,2,22
2025-10-26,Bihar,Saran,841316,0,9
2025-10-26,Bihar,Saran,841401,0,18
2025-10-26,Bihar,Saran,841410,0,34
2025-10-26,Bihar,Saran,841433,1,5
2025-10-26,Bihar,Sheohar,843325,0,8
2025-10-26,Bihar,Sheohar,843334,4,51
2025-10-26,Bihar,Sitamarhi,843301,3,4
2025-10-26,Bihar,Sitamarhi,843316,3,31
2025-10-26,Bihar,Sitamarhi,843325,1,23
2025-10-26,Bihar,Sitamarhi,843333,4,56
2025-10-26,Bihar,Sitamarhi,843334,2,1
2025-10-26,Bihar,Siwan,841203,3,25
2025-10-26,Bihar,Siwan,841233,2,25
2025-10-26,Bihar,Siwan,841407,0,2
2025-10-26,Bihar,Siwan,841409,0,2
2025-10-26,Bihar,Siwan,841438,4,53
2025-10-26,Bihar,Supaul,847402,0,2
2025-10-26,Bihar,Supaul,847452,6,71
2025-10-26,Bihar,Supaul,852125,2,49
2025-10-26,Bihar,Vaishali,843102,1,7
2025-10-26,Bihar,Vaishali,843114,9,57
2025-10-26,Bihar,Vaishali,844113,1,26
2025-10-26,Bihar,Vaishali,844115,3,19
2025-10-26,Bihar,Vaishali,844117,0,18
2025-10-26,Bihar,Vaishali,844122,10,72
2025-10-26,Bihar,Vaishali,844125,2,25
2025-10-26,Bihar,Vaishali,844126,2,51
2025-10-26,Bihar,Vaishali,844502,5,41
2025-10-26,Bihar,West Champaran,845307,10,132
2025-10-26,Bihar,West Champaran,845452,10,210
2025-10-20,Bihar,Samstipur,848205,0,1
2025-10-20,Bihar,Saran,841202,0,6
2025-10-20,Bihar,Saran,841204,0,5
2025-10-20,Bihar,Saran,841206,0,5
2025-10-20,Bihar,Saran,841208,0,12
2025-10-20,Bihar,Saran,841209,1,3
2025-10-20,Bihar,Saran,841211,1,14
2025-10-20,Bihar,Saran,841213,0,3
2025-10-20,Bihar,Saran,841218,2,6
2025-10-20,Bihar,Saran,841220,0,10
2025-10-20,Bihar,Saran,841311,0,10
2025-10-20,Bihar,Saran,841316,1,2
2025-10-20,Bihar,Saran,841417,1,9
2025-10-20,Bihar,Saran,841418,1,4
2025-10-20,Bihar,Saran,841433,1,1
2025-10-20,Bihar,Saran,841442,1,3
2025-10-20,Bihar,Saran,841443,0,1
2025-10-20,Bihar,Sheikhpura,811103,1,2
2025-10-20,Bihar,Sheohar,843316,0,4
2025-10-20,Bihar,Sheohar,843327,0,3
2025-10-20,Bihar,Sheohar,843329,3,26
2025-10-20,Bihar,Sheohar,843334,1,13
2025-10-20,Bihar,Sitamarhi,843302,3,30
2025-10-20,Bihar,Sitamarhi,843333,1,9
2025-10-20,Bihar,Siwan,841210,0,6
2025-10-20,Bihar,Siwan,841232,2,10
2025-10-20,Bihar,Siwan,841234,1,4
2025-10-20,Bihar,Siwan,841237,0,4
2025-10-20,Bihar,Siwan,841238,0,12
2025-10-20,Bihar,Siwan,841286,0,1
2025-10-20,Bihar,Siwan,841404,0,2
2025-10-20,Bihar,Siwan,841507,0,5
2025-10-20,Bihar,Siwan,841509,0,4
2025-10-20,Bihar,Supaul,847408,0,7
2025-10-20,Bihar,Supaul,852108,2,20
2025-10-20,Bihar,Supaul,852130,1,8
2025-10-20,Bihar,Supaul,852138,0,22
2025-10-20,Bihar,Supaul,852215,4,33
2025-10-20,Bihar,Supaul,852218,2,17
2025-10-20,Bihar,Vaishali,844111,1,12
2025-10-20,Bihar,Vaishali,844113,1,18
2025-10-20,Bihar,Vaishali,844134,0,1
2025-10-20,Bihar,Vaishali,844141,0,1
2025-10-20,Bihar,Vaishali,844505,2,7
2025-10-20,Bihar,West Champaran,845101,1,37
2025-10-20,Bihar,West Champaran,845102,0,6
2025-10-20,Bihar,West Champaran,845103,1,19
2025-10-20,Bihar,West Champaran,845106,0,33
2025-10-20,Bihar,West Champaran,845307,0,54
2025-10-20,Bihar,West Champaran,845404,2,46
2025-10-20,Bihar,Araria,854325,4,34
2025-10-20,Bihar,Araria,854328,0,1
2025-10-20,Bihar,Araria,854336,2,7
2025-10-20,Bihar,Arwal,804428,2,7
2025-10-20,Bihar,Aurangabad,824116,0,1
2025-10-20,Bihar,Aurangabad,824120,2,13
2025-10-20,Bihar,Aurangabad,824127,0,1
2025-10-20,Bihar,Aurangabad,824143,2,7
2025-10-20,Bihar,Aurangabad,824202,2,3
2025-10-20,Bihar,Aurangabad,824216,0,2
2025-10-20,Bihar,Aurangabad,824301,1,10
2025-10-20,Bihar,Banka,813105,2,13
2025-10-20,Bihar,Banka,813107,0,4
2025-10-20,Bihar,Banka,813110,0,10
2025-10-20,Bihar,Banka,813128,0,1
2025-10-20,Bihar,Banka,813224,0,3
2025-10-20,Bihar,Banka,814131,1,2
2025-10-20,Bihar,Begusarai,848202,1,6
2025-10-20,Bihar,Begusarai,851122,0,2
2025-10-20,Bihar,Begusarai,851128,0,5
2025-10-20,Bihar,Begusarai,851129,1,9
2025-10-20,Bihar,Begusarai,851130,1,5
2025-10-20,Bihar,Bhagalpur,813113,0,11
2025-10-20,Bihar,Bhagalpur,813223,0,2
2025-10-20,Bihar,Bhagalpur,813233,0,1
2025-10-20,Bihar,Bhagalpur,853202,0,11
2025-10-20,Bihar,Bhojpur,802154,0,9
2025-10-20,Bihar,Bhojpur,802183,0,4
2025-10-20,Bihar,Bhojpur,802206,1,4
2025-10-20,Bihar,Bhojpur,802222,1,13
2025-10-20,Bihar,Bhojpur,802237,0,3
2025-10-20,Bihar,Buxar,802111,2,4
2025-10-20,Bihar,Buxar,802116,0,2
2025-10-20,Bihar,Buxar,802122,0,8
2025-10-20,Bihar,Buxar,802133,0,11
2025-10-20,Bihar,Darbhanga,846003,0,14
2025-10-20,Bihar,Darbhanga,847121,0,16
2025-10-20,Bihar,Darbhanga,847301,0,7
2025-10-20,Bihar,Darbhanga,848207,1,1
2025-10-20,Bihar,East Champaran,845401,7,39
2025-10-20,Bihar,East Champaran,845426,3,40
2025-10-20,Bihar,East Champaran,845456,1,9
2025-10-20,Bihar,Gaya,804404,0,5
2025-10-20,Bihar,Gaya,805129,0,2
2025-10-20,Bihar,Gaya,824207,3,7
2025-10-20,Bihar,Gaya,824209,0,7
2025-10-20,Bihar,Gaya,824234,0,2
2025-10-20,Bihar,Gaya,824236,1,6
2025-10-20,Bihar,Gaya,824237,0,5
2025-10-20,Bihar,Gopalganj,841243,1,0
2025-10-20,Bihar,Gopalganj,841413,1,2
2025-10-20,Bihar,Gopalganj,841425,0,4
2025-10-20,Bihar,Gopalganj,841428,2,18
2025-10-20,Bihar,Gopalganj,841441,1,4
2025-10-20,Bihar,Gopalganj,841503,1,11
2025-10-20,Bihar,Jamui,811303,1,14
2025-10-20,Bihar,Jehanabad,804405,0,3
2025-10-20,Bihar,Jehanabad,804408,1,4
2025-10-20,Bihar,Jehanabad,804420,1,3
2025-10-20,Bihar,Jehanabad,804427,1,0
2025-10-20,Bihar,Kaimur (Bhabua),821110,2,9
2025-10-20,Bihar,Katihar,854105,3,15
2025-10-20,Bihar,Katihar,854106,2,13
2025-10-20,Bihar,Katihar,854107,2,41
2025-10-20,Bihar,Katihar,854109,0,2
2025-10-20,Bihar,Katihar,854115,2,32
2025-10-20,Bihar,Katihar,854303,0,4
2025-10-20,Bihar,Khagaria,848203,6,15
2025-10-20,Bihar,Khagaria,853203,3,2
2025-10-20,Bihar,Kishanganj,854333,0,2
2025-10-20,Bihar,Kishanganj,855115,4,36
2025-10-20,Bihar,Lakhisarai,811107,0,1
2025-10-20,Bihar,Madhepura,852108,0,1
2025-10-20,Bihar,Madhepura,852131,0,1
2025-10-20,Bihar,Madhepura,852210,2,31
2025-10-20,Bihar,Madhepura,852213,2,15
2025-10-20,Bihar,Madhepura,852220,1,22
2025-10-20,Bihar,Madhubani,847109,0,3
2025-10-20,Bihar,Madhubani,847211,0,5
2025-10-20,Bihar,Madhubani,847212,1,8
2025-10-20,Bihar,Madhubani,847223,2,24
2025-10-20,Bihar,Madhubani,847224,1,3
2025-10-20,Bihar,Madhubani,847235,1,12
2025-10-20,Bihar,Madhubani,847238,0,2
2025-10-20,Bihar,Madhubani,847402,3,10
2025-10-20,Bihar,Madhubani,847424,1,11
2025-10-20,Bihar,Munger,811202,1,7
2025-10-20,Bihar,Munger,811213,1,14
2025-10-20,Bihar,Munger,811214,1,6
2025-10-20,Bihar,Munger,813221,0,3
2025-10-20,Bihar,Munger,813321,4,6
2025-10-20,Bihar,Muzaffarpur,843102,1,6
2025-10-20,Bihar,Muzaffarpur,843103,0,24
2025-10-20,Bihar,Muzaffarpur,843104,0,9
2025-10-20,Bihar,Muzaffarpur,843105,3,7
2025-10-20,Bihar,Muzaffarpur,843111,2,30
2025-10-20,Bihar,Muzaffarpur,843117,3,13
2025-10-20,Bihar,Muzaffarpur,843121,0,4
2025-10-20,Bihar,Muzaffarpur,843125,1,28
2025-10-20,Bihar,Muzaffarpur,843126,0,9
2025-10-20,Bihar,Muzaffarpur,843161,0,1
2025-10-20,Bihar,Muzaffarpur,843360,0,6
2025-10-20,Bihar,Nalanda,801303,2,11
2025-10-20,Bihar,Nalanda,803109,0,8
2025-10-20,Bihar,Nalanda,803113,0,5
2025-10-20,Bihar,Nalanda,803114,1,8
2025-10-20,Bihar,Nalanda,803117,2,3
2025-10-20,Bihar,Nalanda,803119,0,4
2025-10-20,Bihar,Nawada,805128,0,5
2025-10-20,Bihar,Patna,800003,1,1
2025-10-20,Bihar,Patna,800018,0,2
2025-10-20,Bihar,Patna,801103,0,11
2025-10-20,Bihar,Patna,801104,1,14
2025-10-20,Bihar,Patna,801105,0,5
2025-10-20,Bihar,Patna,801109,3,7
2025-10-20,Bihar,Patna,801113,0,1
2025-10-20,Bihar,Patna,801304,0,7
2025-10-20,Bihar,Patna,801505,2,13
2025-10-20,Bihar,Patna,803211,0,3
2025-10-20,Bihar,Patna,804454,2,2
2025-10-20,Bihar,Purnea,854337,0,5
2025-10-20,Bihar,Purnia,854102,1,8
2025-10-20,Bihar,Purnia,854203,1,19
2025-10-20,Bihar,Purnia,854205,1,14
2025-10-20,Bihar,Purnia,854206,1,8
2025-10-20,Bihar,Purnia,854317,0,3
2025-10-20,Bihar,Rohtas,802211,0,8
2025-10-20,Bihar,Rohtas,802216,1,4
2025-10-20,Bihar,Rohtas,802220,0,4
2025-10-20,Bihar,Rohtas,821111,0,2
2025-10-20,Bihar,Rohtas,821303,0,1
2025-10-20,Bihar,Rohtas,821311,0,2
2025-10-20,Bihar,Saharsa,852106,1,9
2025-10-20,Bihar,Saharsa,852115,0,4
2025-10-20,Bihar,Saharsa,852123,3,13
2025-10-20,Bihar,Saharsa,852127,3,30
2025-10-20,Bihar,Samastipur,848102,1,3
2025-10-20,Bihar,Samastipur,848113,4,4
2025-10-20,Bihar,Samastipur,848117,5,46
2025-10-20,Bihar,Samastipur,848129,0,4
2025-10-20,Bihar,Samastipur,848132,2,11
2025-10-20,Bihar,Samastipur,848134,3,12
2025-10-20,Bihar,Samastipur,848206,0,2
2025-10-20,Bihar,Samastipur,848210,1,11
2025-10-20,Bihar,Samastipur,848236,1,9
2025-10-21,Bihar,Araria,854102,2,9
2025-10-21,Bihar,Araria,854202,0,3
2025-10-21,Bihar,Araria,854335,1,7
2025-10-21,Bihar,Arwal,804423,0,7
2025-10-21,Bihar,Aurangabad,824101,2,2
2025-10-21,Bihar,Aurangabad,824111,0,16
2025-10-21,Bihar,Aurangabad,824202,1,22
2025-10-21,Bihar,Banka,813103,0,14
2025-10-21,Bihar,Banka,813104,4,14
2025-10-21,Bihar,Banka,813107,1,2
2025-10-21,Bihar,Banka,813108,0,1
2025-10-21,Bihar,Banka,813125,0,2
2025-10-21,Bihar,Banka,813212,0,3
2025-10-21,Bihar,Banka,813224,0,1
2025-10-21,Bihar,Begusarai,851134,1,2
2025-10-21,Bihar,Bhagalpur,812001,1,13
2025-10-21,Bihar,Bhagalpur,812003,0,2
2025-10-21,Bihar,Bhagalpur,813201,0,2
2025-10-21,Bihar,Bhagalpur,813206,0,1
2025-10-21,Bihar,Bhagalpur,813231,1,0
2025-10-21,Bihar,Bhagalpur,853202,1,9
2025-10-21,Bihar,Bhojpur,802161,1,15
2025-10-21,Bihar,Bhojpur,802162,1,5
2025-10-21,Bihar,Bhojpur,802164,2,10
2025-10-21,Bihar,Bhojpur,802204,0,5
2025-10-21,Bihar,Bhojpur,802223,1,10
2025-10-21,Bihar,Bhojpur,802302,0,1
2025-10-21,Bihar,Buxar,802101,2,3
2025-10-21,Bihar,Buxar,802119,2,14
2025-10-21,Bihar,Buxar,802122,1,2
2025-10-21,Bihar,Buxar,802126,1,15
2025-10-21,Bihar,Buxar,802131,1,6
2025-10-21,Bihar,Buxar,802136,0,3
2025-10-21,Bihar,Darbhanga,846001,1,7
2025-10-21,Bihar,Darbhanga,846003,4,9
2025-10-21,Bihar,Darbhanga,846006,0,1
2025-10-21,Bihar,Darbhanga,847101,4,16
2025-10-21,Bihar,Darbhanga,847102,0,1
2025-10-21,Bihar,Darbhanga,847233,3,8
2025-10-21,Bihar,Darbhanga,847301,2,6
2025-10-21,Bihar,Darbhanga,847304,0,4
2025-10-21,Bihar,Darbhanga,847427,3,14
2025-10-21,Bihar,East Champaran,845419,1,0
2025-10-21,Bihar,East Champaran,845424,0,12
2025-10-21,Bihar,East Champaran,845429,0,7
2025-10-21,Bihar,East Champaran,845431,2,2
2025-10-21,Bihar,East Champaran,845433,2,18
2025-10-21,Bihar,East Champaran,845436,1,10
2025-10-21,Bihar,East Champaran,845456,1,14
2025-10-21,Bihar,Gaya,805128,3,7
2025-10-21,Bihar,Gaya,824201,7,19
2025-10-21,Bihar,Gaya,824205,0,6
2025-10-21,Bihar,Gaya,824233,1,8
2025-10-21,Bihar,Gaya,824237,1,9
2025-10-21,Bihar,Gopalganj,841407,0,9
2025-10-21,Bihar,Gopalganj,841437,4,12
2025-10-21,Bihar,Gopalganj,841440,0,3
2025-10-21,Bihar,Gopalganj,841441,2,1
2025-10-21,Bihar,Jamui,811307,4,12
2025-10-21,Bihar,Jamui,811313,2,2
2025-10-21,Bihar,Jamui,811316,1,10
2025-10-21,Bihar,Jehanabad,804405,1,4
2025-10-21,Bihar,Jehanabad,804406,0,4
2025-10-21,Bihar,Jehanabad,804422,1,4
2025-10-21,Bihar,Jehanabad,804423,0,4
2025-10-21,Bihar,Jehanabad,804427,2,8
2025-10-21,Bihar,Jehanabad,804432,3,8
2025-10-21,Bihar,Jehanabad,824233,0,1
2025-10-21,Bihar,Kaimur (Bhabua),821102,3,21
2025-10-21,Bihar,Katihar,854103,3,39
2025-10-21,Bihar,Katihar,854105,2,14
2025-10-21,Bihar,Katihar,855113,3,48
2025-10-21,Bihar,Khagaria,851202,1,2
2025-10-21,Bihar,Khagaria,851212,3,11
2025-10-21,Bihar,Kishanganj,855101,11,126
2025-10-21,Bihar,Kishanganj,855115,2,17
2025-10-21,Bihar,Kishanganj,855117,0,37
2025-10-21,Bihar,Lakhisarai,811107,2,1
2025-10-21,Bihar,Madhepura,852116,1,17
2025-10-21,Bihar,Madhepura,852122,1,17
2025-10-21,Bihar,Madhepura,852220,2,10
2025-10-21,Bihar,Madhubani,847102,2,7
2025-10-21,Bihar,Madhubani,847211,1,6
2025-10-21,Bihar,Madhubani,847222,1,9
2025-10-21,Bihar,Madhubani,847230,0,7
2025-10-21,Bihar,Madhubani,847235,1,14
2025-10-21,Bihar,Madhubani,847402,2,13
2025-10-21,Bihar,Munger,813221,0,1
2025-10-21,Bihar,Muzaffarpur,842001,3,12
2025-10-21,Bihar,Muzaffarpur,843117,2,4
2025-10-21,Bihar,Muzaffarpur,843118,0,18
2025-10-21,Bihar,Muzaffarpur,843119,0,18
2025-10-21,Bihar,Muzaffarpur,843120,1,9
2025-10-21,Bihar,Muzaffarpur,843124,0,6
2025-10-21,Bihar,Muzaffarpur,843129,0,4
2025-10-21,Bihar,Muzaffarpur,843146,0,1
2025-10-21,Bihar,Nalanda,801302,3,17
2025-10-21,Bihar,Nalanda,801306,2,4
2025-10-21,Bihar,Nalanda,803113,3,5
2025-10-21,Bihar,Nalanda,803119,2,15
2025-10-21,Bihar,Nalanda,803120,0,1
2025-10-21,Bihar,Nalanda,803213,1,2
2025-10-21,Bihar,Nalanda,811101,1,6
2025-10-21,Bihar,Nawada,805103,3,14
2025-10-21,Bihar,Nawada,805107,1,4
2025-10-21,Bihar,Nawada,805109,0,6
2025-10-21,Bihar,Nawada,805111,0,2
2025-10-21,Bihar,Nawada,805112,0,8
2025-10-21,Bihar,Nawada,805127,1,13
2025-10-21,Bihar,Nawada,805129,0,1
2025-10-21,Bihar,Nawada,805130,3,16
2025-10-21,Bihar,Pashchim Champaran,845451,0,1
2025-10-21,Bihar,Patna,800002,1,3
2025-10-21,Bihar,Patna,800007,1,4
2025-10-21,Bihar,Patna,800025,0,3
2025-10-21,Bihar,Patna,801105,0,2
2025-10-21,Bihar,Patna,801113,0,5
2025-10-21,Bihar,Patna,801503,0,16
2025-10-21,Bihar,Patna,803306,1,3
2025-10-21,Bihar,Patna,804426,0,2
2025-10-21,Bihar,Purnea,854326,0,1
2025-10-21,Bihar,Purnia,854101,1,7
2025-10-21,Bihar,Purnia,854205,1,20
2025-10-21,Bihar,Purnia,854206,2,6
2025-10-21,Bihar,Purnia,854301,1,2
2025-10-21,Bihar,Purnia,854317,2,6
2025-10-21,Bihar,Purnia,854337,4,10
2025-10-21,Bihar,Rohtas,802212,3,17
2025-10-21,Bihar,Rohtas,802226,0,1
2025-10-21,Bihar,Rohtas,821104,1,15
2025-10-21,Bihar,Rohtas,821111,0,7
2025-10-21,Bihar,Rohtas,821113,1,17
2025-10-21,Bihar,Rohtas,821312,2,16
2025-10-21,Bihar,Saharsa,852115,0,2
2025-10-21,Bihar,Saharsa,852202,0,7
2025-10-21,Bihar,Samastipur,848115,0,7
2025-10-21,Bihar,Samastipur,848125,0,7
2025-10-21,Bihar,Samastipur,848130,1,10
2025-10-21,Bihar,Samastipur,848210,3,24
2025-10-21,Bihar,Samastipur,848506,0,8
2025-10-21,Bihar,Samstipur,848101,0,1
2025-10-21,Bihar,Saran,841206,1,6
2025-10-21,Bihar,Saran,841213,1,12
2025-10-21,Bihar,Saran,841215,5,5
2025-10-21,Bihar,Saran,841216,2,10
2025-10-21,Bihar,Saran,841218,0,4
2025-10-21,Bihar,Saran,841404,0,1
2025-10-21,Bihar,Saran,841415,0,12
2025-10-21,Bihar,Sheikhpura,811103,0,7
2025-10-21,Bihar,Sheohar,843316,1,1
2025-10-21,Bihar,Sheohar,843325,3,0
2025-10-21,Bihar,Sitamarhi,843117,2,11
2025-10-21,Bihar,Sitamarhi,843302,8,33
2025-10-21,Bihar,Sitamarhi,843311,1,8
2025-10-21,Bihar,Sitamarhi,843313,0,15
2025-10-21,Bihar,Sitamarhi,843327,0,18
2025-10-21,Bihar,Siwan,841244,0,2
2025-10-21,Bihar,Siwan,841286,0,2
2025-10-21,Bihar,Siwan,841409,0,1
2025-10-21,Bihar,Siwan,841502,0,2
2025-10-21,Bihar,Siwan,841507,1,8
2025-10-21,Bihar,Supaul,847451,3,5
2025-10-21,Bihar,Supaul,852112,2,7
2025-10-21,Bihar,Supaul,852131,2,38
2025-10-21,Bihar,Supaul,852215,0,16
2025-10-21,Bihar,Supaul,854339,2,18
2025-10-21,Bihar,Supaul,854340,0,8
2025-10-21,Bihar,Vaishali,843110,0,8
2025-10-21,Bihar,Vaishali,844102,1,17
2025-10-21,Bihar,Vaishali,844113,1,6
2025-10-21,Bihar,Vaishali,844115,1,14
2025-10-21,Bihar,Vaishali,844116,3,2
2025-10-21,Bihar,Vaishali,844121,1,7
2025-10-21,Bihar,Vaishali,844122,2,21
2025-10-21,Bihar,Vaishali,844139,0,1
2025-10-21,Bihar,Vaishali,844501,2,4
2025-10-21,Bihar,Vaishali,844508,2,13
2025-10-21,Bihar,Vaishali,844509,0,6
2025-10-21,Bihar,West Champaran,845105,1,28
2025-10-21,Bihar,West Champaran,845438,4,48
2025-10-21,Bihar,West Champaran,845449,2,15
2025-10-23,Bihar,Araria,854333,0,12
2025-10-23,Bihar,Arwal,804423,0,3
2025-10-23,Bihar,Arwal,804426,0,2
2025-10-23,Bihar,Aurangabad,824111,0,7
2025-10-23,Bihar,Aurangabad,824124,0,5
2025-10-23,Bihar,Aurangabad,824203,0,5
2025-10-23,Bihar,Aurangabad,824218,0,1
2025-10-23,Bihar,Aurangabad,824301,1,4
2025-10-23,Bihar,Banka,813101,1,9
2025-10-23,Bihar,Banka,813202,0,1
2025-10-23,Bihar,Banka,813211,1,5
2025-10-23,Bihar,Begusarai,851118,0,2
2025-10-23,Bihar,Begusarai,851126,0,1
2025-10-23,Bihar,Begusarai,851127,0,4
2025-10-23,Bihar,Begusarai,851129,0,9
2025-10-23,Bihar,Bhagalpur,812002,0,2
2025-10-23,Bihar,Bhagalpur,812004,2,4
2025-10-23,Bihar,Bhagalpur,813203,1,1
2025-10-23,Bihar,Bhagalpur,813205,0,2
2025-10-23,Bihar,Bhagalpur,813210,1,1
2025-10-23,Bihar,Bhagalpur,813211,0,1
2025-10-23,Bihar,Bhojpur,802112,0,2
2025-10-23,Bihar,Bhojpur,802155,0,3
2025-10-23,Bihar,Bhojpur,802163,0,2
2025-10-23,Bihar,Bhojpur,802201,0,4
2025-10-23,Bihar,Bhojpur,802202,0,3
2025-10-23,Bihar,Bhojpur,802223,0,1
2025-10-23,Bihar,Bhojpur,802312,1,2
2025-10-23,Bihar,Bhojpur,802315,0,1
2025-10-23,Bihar,Buxar,802111,0,3
2025-10-23,Bihar,Buxar,802114,0,3
2025-10-23,Bihar,Buxar,802122,0,1
2025-10-23,Bihar,Buxar,802135,0,1
2025-10-23,Bihar,Darbhanga,846001,1,3
2025-10-23,Bihar,Darbhanga,846004,1,1
2025-10-23,Bihar,Darbhanga,847101,1,8
2025-10-23,Bihar,Darbhanga,847104,0,2
2025-10-23,Bihar,Darbhanga,847239,0,2
2025-10-23,Bihar,Darbhanga,847307,0,2
2025-10-23,Bihar,Darbhanga,847427,1,3
2025-10-23,Bihar,East Champaran,845303,1,6
2025-10-23,Bihar,East Champaran,845304,0,5
2025-10-23,Bihar,East Champaran,845401,1,11
2025-10-23,Bihar,East Champaran,845411,0,2
2025-10-23,Bihar,East Champaran,845417,4,5
2025-10-23,Bihar,East Champaran,845425,0,3
2025-10-23,Bihar,East Champaran,845428,0,1
2025-10-23,Bihar,East Champaran,845457,0,4
2025-10-23,Bihar,Gaya,805109,0,1
2025-10-23,Bihar,Gaya,823003,0,5
2025-10-23,Bihar,Gaya,824209,1,1
2025-10-23,Bihar,Gaya,824210,0,2
2025-10-23,Bihar,Gaya,824232,2,10
2025-10-23,Bihar,Gaya,824235,0,6
2025-10-23,Bihar,Gopalganj,841227,0,2
2025-10-23,Bihar,Gopalganj,841407,0,7
2025-10-23,Bihar,Gopalganj,841420,0,3
2025-10-23,Bihar,Gopalganj,841423,2,1
2025-10-23,Bihar,Gopalganj,841427,0,3
2025-10-23,Bihar,Gopalganj,841438,1,7
2025-10-23,Bihar,Gopalganj,841440,2,2
2025-10-23,Bihar,Jamui,811312,0,2
2025-10-23,Bihar,Jehanabad,804420,0,1
2025-10-23,Bihar,Jehanabad,804425,0,2
2025-10-23,Bihar,Jehanabad,804432,0,3
2025-10-23,Bihar,Kaimur (Bhabua),821106,2,11
2025-10-23,Bihar,Katihar,855102,2,12
2025-10-23,Bihar,Khagaria,851205,1,2
2025-10-23,Bihar,Kishanganj,855117,1,11
2025-10-23,Bihar,Lakhisarai,811310,0,4
2025-10-23,Bihar,Lakhisarai,811315,0,4
2025-10-23,Bihar,Madhepura,852113,0,6
2025-10-23,Bihar,Madhepura,852115,0,1
2025-10-23,Bihar,Madhepura,852213,0,4
2025-10-23,Bihar,Madhubani,847401,2,6
2025-10-23,Bihar,Madhubani,847403,0,4
2025-10-23,Bihar,Madhubani,847404,0,2
2025-10-23,Bihar,Madhubani,847409,1,3
2025-10-23,Bihar,Madhubani,847410,0,2
2025-10-23,Bihar,Munger,811202,0,4
2025-10-23,Bihar,Munger,811212,0,2
2025-10-23,Bihar,Munger,811213,3,6
2025-10-23,Bihar,Muzaffarpur,842004,0,1
2025-10-23,Bihar,Muzaffarpur,843106,0,1
2025-10-23,Bihar,Muzaffarpur,843108,0,1
2025-10-23,Bihar,Muzaffarpur,843117,0,3
2025-10-23,Bihar,Muzaffarpur,843122,0,1
2025-10-23,Bihar,Muzaffarpur,843123,0,5
2025-10-23,Bihar,Muzaffarpur,843127,0,3
2025-10-23,Bihar,Muzaffarpur,843129,0,1
2025-10-23,Bihar,Muzaffarpur,843165,0,1
2025-10-23,Bihar,Muzaffarpur,843321,1,4
2025-10-23,Bihar,Nalanda,801304,1,2
2025-10-23,Bihar,Nalanda,801306,1,2
2025-10-23,Bihar,Nalanda,801307,0,2
2025-10-23,Bihar,Nalanda,803108,0,3
2025-10-23,Bihar,Nalanda,803110,0,7
2025-10-23,Bihar,Nalanda,811101,1,2
2025-10-23,Bihar,Nawada,805107,0,2
2025-10-23,Bihar,Nawada,805109,0,5
2025-10-23,Bihar,Nawada,805123,1,0
2025-10-23,Bihar,Nawada,805129,1,0
2025-10-23,Bihar,Patna,800002,0,4
2025-10-23,Bihar,Patna,800003,0,1
2025-10-23,Bihar,Patna,801503,0,4
2025-10-23,Bihar,Patna,803201,0,5
2025-10-23,Bihar,Patna,803211,0,1
2025-10-23,Bihar,Patna,803214,0,4
2025-10-23,Bihar,Patna,804452,0,5
2025-10-23,Bihar,Purnia,854102,1,3
2025-10-23,Bihar,Purnia,854205,2,3
2025-10-23,Bihar,Rohtas,802213,2,0
2025-10-23,Bihar,Rohtas,821113,0,2
2025-10-23,Bihar,Rohtas,821307,0,1
2025-10-23,Bihar,Saharsa,852126,0,1
2025-10-23,Bihar,Saharsa,852216,0,5
2025-10-23,Bihar,Samastipur,848117,1,3
2025-10-23,Bihar,Samastipur,848122,0,2
