state,district,date,demo_age_5_17,demo_age_17_plus
Bihar,Bhabua,2025-11-28,1,3
Bihar,Bhabua,2025-12-01,0,2
Bihar,Bhabua,2025-12-04,0,1
Bihar,Bhabua,2025-12-05,0,1
Bihar,Bhabua,2025-12-06,0,2
Bihar,Bhabua,2025-12-08,2,1
Bihar,Bhabua,2025-12-09,0,3
Bihar,Bhabua,2025-12-10,0,3
Bihar,Bhabua,2025-12-11,0,3
Bihar,Bhabua,2025-12-12,0,1
Bihar,Bhabua,2025-12-15,0,2
Bihar,Bhabua,2025-12-18,0,2
Bihar,Bhabua,2025-12-19,0,2
Bihar,Bhabua,2025-12-20,0,1
Bihar,Bhabua,2025-12-23,0,2
Bihar,Bhabua,2025-12-24,0,1
Bihar,Bhabua,2025-12-25,0,1
Bihar,Bhabua,2025-12-26,0,3
Bihar,Bhabua,2025-12-27,0,2
Bihar,Bhabua,2025-12-29,0,2
Bihar,Bhabua,2025-12-31,0,1
Bihar,Bhabua,2026-01-01,0,2
Bihar,Bhabua,2026-01-02,0,1
Bihar,Bhagalpur,2025-03-01,2156,16436
Bihar,Bhagalpur,2025-09-01,71,881
Bihar,Bhagalpur,2025-09-02,161,1822
Bihar,Bhagalpur,2025-09-03,60,597
Bihar,Bhagalpur,2025-09-04,132,1531
Bihar,Bhagalpur,2025-09-05,85,1252
Bihar,Bhagalpur,2025-09-06,127,1549
Bihar,Bhagalpur,2025-09-07,59,700
Bihar,Bhagalpur,2025-09-08,122,1861
Bihar,Bhagalpur,2025-09-09,132,1976
Bihar,Bhagalpur,2025-09-10,148,1955
Bihar,Bhagalpur,2025-09-11,124,1756
Bihar,Bhagalpur,2025-09-12,143,1731
Bihar,Bhagalpur,2025-09-13,83,872
Bihar,Bhagalpur,2025-09-14,51,584
Bihar,Bhagalpur,2025-09-15,97,1378
Bihar,Bhagalpur,2025-09-16,104,1308
Bihar,Bhagalpur,2025-09-17,67,978
Bihar,Bhagalpur,2025-09-18,123,1673
Bihar,Bhagalpur,2025-09-19,112,1658
Bihar,Bhagalpur,2025-09-20,139,2047
Bihar,Bhagalpur,2025-10-13,65,1041
Bihar,Bhagalpur,2025-10-15,257,2560
Bihar,Bhagalpur,2025-10-16,189,2055
Bihar,Bhagalpur,2025-10-17,151,2092
Bihar,Bhagalpur,2025-10-18,137,1430
Bihar,Bhagalpur,2025-10-19,171,1311
Bihar,Bhagalpur,2025-10-20,25,277
Bihar,Bhagalpur,2025-10-21,37,287
Bihar,Bhagalpur,2025-10-22,5,37
Bihar,Bhagalpur,2025-10-23,20,66
Bihar,Bhagalpur,2025-10-24,159,1597
Bihar,Bhagalpur,2025-10-25,91,1069
Bihar,Bhagalpur,2025-10-26,108,1298
Bihar,Bhagalpur,2025-10-27,63,639
Bihar,Bhagalpur,2025-10-28,57,359
Bihar,Bhagalpur,2025-10-29,95,576
Bihar,Bhagalpur,2025-10-30,67,833
Bihar,Bhagalpur,2025-10-31,158,1602
Bihar,Bhagalpur,2025-11-01,116,1391
Bihar,Bhagalpur,2025-11-02,65,603
Bihar,Bhagalpur,2025-11-03,170,1444
Bihar,Bhagalpur,2025-11-04,158,1745
Bihar,Bhagalpur,2025-11-05,164,1446
Bihar,Bhagalpur,2025-11-06,142,1013
Bihar,Bhagalpur,2025-11-07,84,1183
Bihar,Bhagalpur,2025-11-08,67,996
Bihar,Bhagalpur,2025-11-09,28,340
Bihar,Bhagalpur,2025-11-10,87,734
Bihar,Bhagalpur,2025-11-11,16,206
Bihar,Bhagalpur,2025-11-12,67,770
Bihar,Bhagalpur,2025-11-13,173,1336
Bihar,Bhagalpur,2025-11-14,96,646
Bihar,Bhagalpur,2025-11-15,115,1067
Bihar,Bhagalpur,2025-11-16,38,310
Bihar,Bhagalpur,2025-11-17,86,1082
Bihar,Bhagalpur,2025-11-18,92,1034
Bihar,Bhagalpur,2025-11-19,78,1072
Bihar,Bhagalpur,2025-11-25,38,208
Bihar,Bhagalpur,2025-11-26,44,399
Bihar,Bhagalpur,2025-11-27,111,1344
Bihar,Bhagalpur,2025-11-28,93,881
Bihar,Bhagalpur,2025-11-29,38,424
Bihar,Bhagalpur,2025-12-01,84,755
Bihar,Bhagalpur,2025-12-02,85,826
Bihar,Bhagalpur,2025-12-03,68,827
Bihar,Bhagalpur,2025-12-04,72,938
Bihar,Bhagalpur,2025-12-05,68,824
Bihar,Bhagalpur,2025-12-06,103,917
Bihar,Bhagalpur,2025-12-07,31,317
Bihar,Bhagalpur,2025-12-08,78,1162
Bihar,Bhagalpur,2025-12-09,95,1104
Bihar,Bhagalpur,2025-12-10,80,1141
Bihar,Bhagalpur,2025-12-11,74,1046
Bihar,Bhagalpur,2025-12-12,79,1090
Bihar,Bhagalpur,2025-12-13,88,871
Bihar,Bhagalpur,2025-12-14,25,352
Bihar,Bhagalpur,2025-12-15,81,1090
Bihar,Bhagalpur,2025-12-16,102,1326
Bihar,Bhagalpur,2025-12-17,88,1191
Bihar,Bhagalpur,2025-12-18,71,1131
Bihar,Bhagalpur,2025-12-19,69,530
Bihar,Bhagalpur,2025-12-20,72,619
Bihar,Bhagalpur,2025-12-21,22,235
Bihar,Bhagalpur,2025-12-22,80,863
Bihar,Bhagalpur,2025-12-23,59,677
Bihar,Bhagalpur,2025-12-24,74,854
Bihar,Bhagalpur,2025-12-25,37,385
Bihar,Bhagalpur,2025-12-26,63,844
Bihar,Bhagalpur,2025-12-27,34,618
Bihar,Bhagalpur,2025-12-28,42,271
Bihar,Bhagalpur,2025-12-29,34,543
Bihar,Bhagalpur,2025-12-31,45,846
Bihar,Bhagalpur,2026-01-01,30,477
Bihar,Bhagalpur,2026-01-02,73,485
Bihar,Bhagalpur,2026-01-03,9,150
Bihar,Bhojpur,2025-03-01,1203,13427
Bihar,Bhojpur,2025-09-01,67,796
Bihar,Bhojpur,2025-09-02,95,1243
Bihar,Bhojpur,2025-09-03,70,1178
Bihar,Bhojpur,2025-09-04,85,1752
Bihar,Bhojpur,2025-09-05,58,2090
Bihar,Bhojpur,2025-09-06,102,3261
Bihar,Bhojpur,2025-09-07,35,1953
Bihar,Bhojpur,2025-09-08,118,3375
Bihar,Bhojpur,2025-09-09,116,3874
Bihar,Bhojpur,2025-09-10,114,3460
Bihar,Bhojpur,2025-09-11,96,2630
Bihar,Bhojpur,2025-09-12,88,2705
Bihar,Bhojpur,2025-09-13,67,1458
Bihar,Bhojpur,2025-09-14,25,917
Bihar,Bhojpur,2025-09-15,90,1842
Bihar,Bhojpur,2025-09-16,90,1935
Bihar,Bhojpur,2025-09-17,46,1485
Bihar,Bhojpur,2025-09-18,97,2141
Bihar,Bhojpur,2025-09-19,88,2021
Bihar,Bhojpur,2025-09-20,94,1782
Bihar,Bhojpur,2025-10-13,78,1166
Bihar,Bhojpur,2025-10-15,213,2292
Bihar,Bhojpur,2025-10-16,179,2303
Bihar,Bhojpur,2025-10-17,148,1643
Bihar,Bhojpur,2025-10-18,153,1321
Bihar,Bhojpur,2025-10-19,151,1174
Bihar,Bhojpur,2025-10-20,51,385
Bihar,Bhojpur,2025-10-21,32,231
Bihar,Bhojpur,2025-10-22,5,35
Bihar,Bhojpur,2025-10-23,12,82
Bihar,Bhojpur,2025-10-24,144,1488
Bihar,Bhojpur,2025-10-25,89,1121
Bihar,Bhojpur,2025-10-26,116,1084
Bihar,Bhojpur,2025-10-27,38,473
Bihar,Bhojpur,2025-10-28,39,239
Bihar,Bhojpur,2025-10-29,105,516
Bihar,Bhojpur,2025-10-30,66,577
Bihar,Bhojpur,2025-10-31,102,1063
Bihar,Bhojpur,2025-11-01,96,969
Bihar,Bhojpur,2025-11-02,43,359
Bihar,Bhojpur,2025-11-03,177,1580
Bihar,Bhojpur,2025-11-04,102,1182
Bihar,Bhojpur,2025-11-05,102,847
Bihar,Bhojpur,2025-11-06,92,537
Bihar,Bhojpur,2025-11-07,43,733
Bihar,Bhojpur,2025-11-08,60,693
Bihar,Bhojpur,2025-11-09,15,278
Bihar,Bhojpur,2025-11-10,64,866
Bihar,Bhojpur,2025-11-11,83,914
Bihar,Bhojpur,2025-11-12,72,758
Bihar,Bhojpur,2025-11-13,128,874
Bihar,Bhojpur,2025-11-14,93,603
Bihar,Bhojpur,2025-11-15,105,931
Bihar,Bhojpur,2025-11-16,33,232
Bihar,Bhojpur,2025-11-17,119,928
Bihar,Bhojpur,2025-11-18,60,645
Bihar,Bhojpur,2025-11-19,103,1060
Bihar,Bhojpur,2025-11-25,32,180
Bihar,Bhojpur,2025-11-26,32,472
Bihar,Bhojpur,2025-11-27,56,864
Bihar,Bhojpur,2025-11-28,60,646
Bihar,Bhojpur,2025-11-29,50,550
Bihar,Bhojpur,2025-12-01,90,889
Bihar,Bhojpur,2025-12-02,66,762
Bihar,Bhojpur,2025-12-03,67,741
Bihar,Bhojpur,2025-12-04,73,884
Bihar,Bhojpur,2025-12-05,73,821
Bihar,Bhojpur,2025-12-06,84,819
Bihar,Bhojpur,2025-12-07,44,426
Bihar,Bhojpur,2025-12-08,79,914
Bihar,Bhojpur,2025-12-09,81,1013
Bihar,Bhojpur,2025-12-10,78,1003
Bihar,Bhojpur,2025-12-11,76,838
Bihar,Bhojpur,2025-12-12,73,869
Bihar,Bhojpur,2025-12-13,41,452
Bihar,Bhojpur,2025-12-14,29,220
Bihar,Bhojpur,2025-12-15,73,798
Bihar,Bhojpur,2025-12-16,57,873
Bihar,Bhojpur,2025-12-17,64,868
Bihar,Bhojpur,2025-12-18,59,671
Bihar,Bhojpur,2025-12-19,54,550
Bihar,Bhojpur,2025-12-20,45,388
Bihar,Bhojpur,2025-12-21,19,225
Bihar,Bhojpur,2025-12-22,61,593
Bihar,Bhojpur,2025-12-23,60,675
Bihar,Bhojpur,2025-12-24,59,687
Bihar,Bhojpur,2025-12-25,22,405
Bihar,Bhojpur,2025-12-26,48,621
Bihar,Bhojpur,2025-12-27,32,395
Bihar,Bhojpur,2025-12-28,38,267
Bihar,Bhojpur,2025-12-29,30,381
Bihar,Bhojpur,2025-12-31,30,586
Bihar,Bhojpur,2026-01-01,14,253
Bihar,Bhojpur,2026-01-02,51,412
Bihar,Bhojpur,2026-01-03,16,223
Bihar,Buxar,2025-03-01,859,9192
Bihar,Buxar,2025-09-01,69,402
Bihar,Buxar,2025-09-02,80,494
Bihar,Buxar,2025-09-03,46,288
Bihar,Buxar,2025-09-04,40,408
Bihar,Buxar,2025-09-05,38,403
Bihar,Buxar,2025-09-06,59,520
Bihar,Buxar,2025-09-07,18,243
Bihar,Buxar,2025-09-08,64,743
Bihar,Buxar,2025-09-09,79,806
Bihar,Buxar,2025-09-10,74,824
Bihar,Buxar,2025-09-11,59,824
Bihar,Buxar,2025-09-12,66,838
Bihar,Buxar,2025-09-13,43,402
Bihar,Buxar,2025-09-14,24,203
Bihar,Buxar,2025-09-15,62,654
Bihar,Buxar,2025-09-16,48,767
Bihar,Buxar,2025-09-17,40,489
Bihar,Buxar,2025-09-18,71,844
Bihar,Buxar,2025-09-19,72,765
Bihar,Buxar,2025-09-20,60,663
Bihar,Buxar,2025-10-13,43,576
Bihar,Buxar,2025-10-15,136,1240
Bihar,Buxar,2025-10-16,143,1313
Bihar,Buxar,2025-10-17,64,923
Bihar,Buxar,2025-10-18,127,931
Bihar,Buxar,2025-10-19,89,641
Bihar,Buxar,2025-10-20,18,156
Bihar,Buxar,2025-10-21,35,197
Bihar,Buxar,2025-10-22,7,10
Bihar,Buxar,2025-10-23,7,47
Bihar,Buxar,2025-10-24,91,926
Bihar,Buxar,2025-10-25,71,635
Bihar,Buxar,2025-10-26,85,788
Bihar,Buxar,2025-10-27,39,284
Bihar,Buxar,2025-10-28,21,167
Bihar,Buxar,2025-10-29,48,311
Bihar,Buxar,2025-10-30,44,388
Bihar,Buxar,2025-10-31,76,685
Bihar,Buxar,2025-11-01,73,541
Bihar,Buxar,2025-11-02,35,302
Bihar,Buxar,2025-11-03,103,830
Bihar,Buxar,2025-11-04,74,690
Bihar,Buxar,2025-11-05,72,478
Bihar,Buxar,2025-11-06,56,385
Bihar,Buxar,2025-11-07,42,481
Bihar,Buxar,2025-11-08,35,490
Bihar,Buxar,2025-11-09,18,188
Bihar,Buxar,2025-11-10,52,508
Bihar,Buxar,2025-11-11,50,587
Bihar,Buxar,2025-11-12,53,537
Bihar,Buxar,2025-11-13,88,563
Bihar,Buxar,2025-11-14,52,367
Bihar,Buxar,2025-11-15,65,623
Bihar,Buxar,2025-11-16,40,225
Bihar,Buxar,2025-11-17,63,557
Bihar,Buxar,2025-11-18,32,315
Bihar,Buxar,2025-11-19,69,657
Bihar,Buxar,2025-11-25,13,90
Bihar,Buxar,2025-11-26,19,347
Bihar,Buxar,2025-11-27,42,506
Bihar,Buxar,2025-11-28,44,454
Bihar,Buxar,2025-11-29,44,431
Bihar,Buxar,2025-12-01,87,507
Bihar,Buxar,2025-12-02,54,641
Bihar,Buxar,2025-12-03,61,567
Bihar,Buxar,2025-12-04,45,599
Bihar,Buxar,2025-12-05,33,460
Bihar,Buxar,2025-12-06,41,557
Bihar,Buxar,2025-12-07,17,229
Bihar,Buxar,2025-12-08,48,630
Bihar,Buxar,2025-12-09,57,700
Bihar,Buxar,2025-12-10,91,793
Bihar,Buxar,2025-12-11,42,528
Bihar,Buxar,2025-12-12,47,539
Bihar,Buxar,2025-12-13,29,403
Bihar,Buxar,2025-12-14,18,200
Bihar,Buxar,2025-12-15,39,392
Bihar,Buxar,2025-12-16,48,689
Bihar,Buxar,2025-12-17,34,568
Bihar,Buxar,2025-12-18,45,537
Bihar,Buxar,2025-12-19,48,455
Bihar,Buxar,2025-12-20,22,316
Bihar,Buxar,2025-12-21,14,124
Bihar,Buxar,2025-12-22,28,317
Bihar,Buxar,2025-12-23,41,457
Bihar,Buxar,2025-12-24,60,521
Bihar,Buxar,2025-12-25,12,208
Bihar,Buxar,2025-12-26,44,443
Bihar,Buxar,2025-12-27,15,294
Bihar,Buxar,2025-12-28,33,171
Bihar,Buxar,2025-12-29,36,373
Bihar,Buxar,2025-12-31,23,405
Bihar,Buxar,2026-01-01,25,203
Bihar,Buxar,2026-01-02,51,284
Bihar,Buxar,2026-01-03,8,115
Bihar,Darbhanga,2025-03-01,2811,32333
Bihar,Darbhanga,2025-07-01,237,2356
Bihar,Darbhanga,2025-09-01,96,844
Bihar,Darbhanga,2025-09-02,175,1988
Bihar,Darbhanga,2025-09-03,84,812
Bihar,Darbhanga,2025-09-04,117,1283
Bihar,Darbhanga,2025-09-05,57,1341
Bihar,Darbhanga,2025-09-06,137,1709
Bihar,Darbhanga,2025-09-07,43,733
Bihar,Darbhanga,2025-09-08,140,1722
Bihar,Darbhanga,2025-09-09,174,2001
Bihar,Darbhanga,2025-09-10,146,1916
Bihar,Darbhanga,2025-09-11,111,1516
Bihar,Darbhanga,2025-09-12,125,1626
Bihar,Darbhanga,2025-09-13,75,1144
Bihar,Darbhanga,2025-09-14,36,553
Bihar,Darbhanga,2025-09-15,105,1233
Bihar,Darbhanga,2025-09-16,84,1231
Bihar,Darbhanga,2025-09-17,78,899
Bihar,Darbhanga,2025-09-18,95,1389
Bihar,Darbhanga,2025-09-19,120,1564
Bihar,Darbhanga,2025-09-20,121,1904
Bihar,Darbhanga,2025-10-13,29,1255
Bihar,Darbhanga,2025-10-15,193,2484
Bihar,Darbhanga,2025-10-16,200,2046
Bihar,Darbhanga,2025-10-17,129,1690
Bihar,Darbhanga,2025-10-18,116,1546
Bihar,Darbhanga,2025-10-19,163,1453
Bihar,Darbhanga,2025-10-20,48,417
Bihar,Darbhanga,2025-10-21,66,322
Bihar,Darbhanga,2025-10-22,6,45
Bihar,Darbhanga,2025-10-23,18,125
Bihar,Darbhanga,2025-10-24,129,2077
Bihar,Darbhanga,2025-10-25,79,1283
Bihar,Darbhanga,2025-10-26,113,1883
Bihar,Darbhanga,2025-10-27,40,598
Bihar,Darbhanga,2025-10-28,52,454
Bihar,Darbhanga,2025-10-29,95,698
Bihar,Darbhanga,2025-10-30,119,1043
Bihar,Darbhanga,2025-10-31,127,1681
Bihar,Darbhanga,2025-11-01,114,1844
Bihar,Darbhanga,2025-11-02,56,756
Bihar,Darbhanga,2025-11-03,176,1806
Bihar,Darbhanga,2025-11-04,90,1742
Bihar,Darbhanga,2025-11-05,84,1008
Bihar,Darbhanga,2025-11-06,95,837
Bihar,Darbhanga,2025-11-07,63,1391
Bihar,Darbhanga,2025-11-08,60,1298
Bihar,Darbhanga,2025-11-09,38,634
Bihar,Darbhanga,2025-11-10,82,1387
Bihar,Darbhanga,2025-11-11,74,1446
Bihar,Darbhanga,2025-11-12,58,1083
Bihar,Darbhanga,2025-11-13,127,1434
Bihar,Darbhanga,2025-11-14,113,925
Bihar,Darbhanga,2025-11-15,105,1272
Bihar,Darbhanga,2025-11-16,56,527
Bihar,Darbhanga,2025-11-17,120,1412
Bihar,Darbhanga,2025-11-18,45,818
Bihar,Darbhanga,2025-11-19,92,1225
Bihar,Darbhanga,2025-11-25,26,160
Bihar,Darbhanga,2025-11-26,40,702
Bihar,Darbhanga,2025-11-27,92,1506
Bihar,Darbhanga,2025-11-28,66,910
Bihar,Darbhanga,2025-11-29,82,1005
Bihar,Darbhanga,2025-12-01,135,1301
Bihar,Darbhanga,2025-12-02,97,1228
Bihar,Darbhanga,2025-12-03,79,1144
Bihar,Darbhanga,2025-12-04,76,1160
Bihar,Darbhanga,2025-12-05,76,1015
Bihar,Darbhanga,2025-12-06,77,1148
Bihar,Darbhanga,2025-12-07,23,442
Bihar,Darbhanga,2025-12-08,73,1254
Bihar,Darbhanga,2025-12-09,96,1246
Bihar,Darbhanga,2025-12-10,85,1200
Bihar,Darbhanga,2025-12-11,87,1240
Bihar,Darbhanga,2025-12-12,82,1198
Bihar,Darbhanga,2025-12-13,73,909
Bihar,Darbhanga,2025-12-14,23,467
Bihar,Darbhanga,2025-12-15,64,939
Bihar,Darbhanga,2025-12-16,99,1337
Bihar,Darbhanga,2025-12-17,77,1111
Bihar,Darbhanga,2025-12-18,76,1069
Bihar,Darbhanga,2025-12-19,70,794
Bihar,Darbhanga,2025-12-20,47,402
Bihar,Darbhanga,2025-12-21,22,280
Bihar,Darbhanga,2025-12-22,47,633
Bihar,Darbhanga,2025-12-23,68,923
Bihar,Darbhanga,2025-12-24,54,865
Bihar,Darbhanga,2025-12-25,39,669
Bihar,Darbhanga,2025-12-26,74,1062
Bihar,Darbhanga,2025-12-27,44,726
Bihar,Darbhanga,2025-12-28,64,595
Bihar,Darbhanga,2025-12-29,50,596
Bihar,Darbhanga,2025-12-31,33,932
Bihar,Darbhanga,2026-01-01,19,506
Bihar,Darbhanga,2026-01-02,61,501
Bihar,Darbhanga,2026-01-03,10,216
Bihar,East Champaran,2025-03-01,3515,38347
Bihar,East Champaran,2025-09-01,91,1011
Bihar,East Champaran,2025-09-02,212,2253
Bihar,East Champaran,2025-09-03,87,944
Bihar,East Champaran,2025-09-04,144,1824
Bihar,East Champaran,2025-09-05,77,1475
Bihar,East Champaran,2025-09-06,188,2241
Bihar,East Champaran,2025-09-07,63,1061
Bihar,East Champaran,2025-09-08,196,3044
Bihar,East Champaran,2025-09-09,215,3494
Bihar,East Champaran,2025-09-10,184,3320
Bihar,East Champaran,2025-09-11,189,3076
Bihar,East Champaran,2025-09-12,217,3520
Bihar,East Champaran,2025-09-13,150,2444
Bihar,East Champaran,2025-09-14,46,1185
Bihar,East Champaran,2025-09-15,178,3306
Bihar,East Champaran,2025-09-16,153,2833
Bihar,East Champaran,2025-09-17,101,1770
Bihar,East Champaran,2025-09-18,172,3327
Bihar,East Champaran,2025-09-19,143,2674
Bihar,East Champaran,2025-09-20,184,3731
Bihar,East Champaran,2025-10-13,87,2582
Bihar,East Champaran,2025-10-15,312,4101
Bihar,East Champaran,2025-10-16,279,4046
Bihar,East Champaran,2025-10-17,162,2946
Bihar,East Champaran,2025-10-18,192,2804
Bihar,East Champaran,2025-10-19,206,2397
Bihar,East Champaran,2025-10-20,45,677
Bihar,East Champaran,2025-10-21,57,515
Bihar,East Champaran,2025-10-22,7,39
Bihar,East Champaran,2025-10-23,23,156
Bihar,East Champaran,2025-10-24,212,3046
Bihar,East Champaran,2025-10-25,170,2298
Bihar,East Champaran,2025-10-26,163,2655
Bihar,East Champaran,2025-10-27,79,865
Bihar,East Champaran,2025-10-28,61,429
Bihar,East Champaran,2025-10-29,115,998
Bihar,East Champaran,2025-10-30,102,1497
Bihar,East Champaran,2025-10-31,226,2996
Bihar,East Champaran,2025-11-01,133,2444
Bihar,East Champaran,2025-11-02,105,1482
Bihar,East Champaran,2025-11-03,237,3072
Bihar,East Champaran,2025-11-04,258,3896
Bihar,East Champaran,2025-11-05,142,2125
Bihar,East Champaran,2025-11-06,203,2779
Bihar,East Champaran,2025-11-07,92,2236
Bihar,East Champaran,2025-11-08,119,2106
Bihar,East Champaran,2025-11-09,39,829
Bihar,East Champaran,2025-11-10,83,1757
Bihar,East Champaran,2025-11-11,17,382
Bihar,East Champaran,2025-11-12,104,1782
Bihar,East Champaran,2025-11-13,213,2339
Bihar,East Champaran,2025-11-14,119,1418
Bihar,East Champaran,2025-11-15,185,2221
Bihar,East Champaran,2025-11-16,101,735
Bihar,East Champaran,2025-11-17,160,2180
Bihar,East Champaran,2025-11-18,104,1362
Bihar,East Champaran,2025-11-19,233,2782
Bihar,East Champaran,2025-11-25,37,222
Bihar,East Champaran,2025-11-26,78,1163
Bihar,East Champaran,2025-11-27,188,2828
Bihar,East Champaran,2025-11-28,127,1574
Bihar,East Champaran,2025-11-29,118,1502
Bihar,East Champaran,2025-12-01,239,3124
Bihar,East Champaran,2025-12-02,122,2279
Bihar,East Champaran,2025-12-03,132,2094
Bihar,East Champaran,2025-12-04,133,2194
Bihar,East Champaran,2025-12-05,157,1870
Bihar,East Champaran,2025-12-06,129,2090
Bihar,East Champaran,2025-12-07,53,868
Bihar,East Champaran,2025-12-08,152,2283
Bihar,East Champaran,2025-12-09,154,2244
Bihar,East Champaran,2025-12-10,152,2118
Bihar,East Champaran,2025-12-11,132,2217
Bihar,East Champaran,2025-12-12,137,1854
Bihar,East Champaran,2025-12-13,96,1305
Bihar,East Champaran,2025-12-14,40,661
Bihar,East Champaran,2025-12-15,113,1972
Bihar,East Champaran,2025-12-16,128,2253
Bihar,East Champaran,2025-12-17,112,1965
Bihar,East Champaran,2025-12-18,79,1369
Bihar,East Champaran,2025-12-19,90,1270
Bihar,East Champaran,2025-12-20,62,774
Bihar,East Champaran,2025-12-21,27,396
Bihar,East Champaran,2025-12-22,100,1180
Bihar,East Champaran,2025-12-23,106,1364
Bihar,East Champaran,2025-12-24,95,1388
Bihar,East Champaran,2025-12-25,42,917
Bihar,East Champaran,2025-12-26,92,1804
Bihar,East Champaran,2025-12-27,65,1228
Bihar,East Champaran,2025-12-28,72,699
Bihar,East Champaran,2025-12-29,89,954
Bihar,East Champaran,2025-12-31,59,1698
Bihar,East Champaran,2026-01-01,35,703
Bihar,East Champaran,2026-01-02,70,641
Bihar,East Champaran,2026-01-03,14,349
Bihar,Gaya,2025-03-01,2606,21670
Bihar,Gaya,2025-09-01,183,1471
Bihar,Gaya,2025-09-02,282,2453
Bihar,Gaya,2025-09-03,134,1077
Bihar,Gaya,2025-09-04,146,1447
Bihar,Gaya,2025-09-05,122,1668
Bihar,Gaya,2025-09-06,234,2249
Bihar,Gaya,2025-09-07,72,946
Bihar,Gaya,2025-09-08,235,2711
Bihar,Gaya,2025-09-09,261,3304
Bihar,Gaya,2025-09-10,221,3027
Bihar,Gaya,2025-09-11,190,2809
Bihar,Gaya,2025-09-12,223,3355
Bihar,Gaya,2025-09-13,159,1767
Bihar,Gaya,2025-09-14,48,817
Bihar,Gaya,2025-09-15,172,1955
Bihar,Gaya,2025-09-16,162,2272
Bihar,Gaya,2025-09-17,130,1726
Bihar,Gaya,2025-09-18,190,2641
Bihar,Gaya,2025-09-19,189,2995
Bihar,Gaya,2025-09-20,211,3723
Bihar,Gaya,2025-10-13,108,1395
Bihar,Gaya,2025-10-15,293,2274
Bihar,Gaya,2025-10-16,326,2482
Bihar,Gaya,2025-10-17,170,1848
Bihar,Gaya,2025-10-18,183,1505
Bihar,Gaya,2025-10-19,243,1512
Bihar,Gaya,2025-10-20,64,328
Bihar,Gaya,2025-10-21,73,301
Bihar,Gaya,2025-10-22,14,44
Bihar,Gaya,2025-10-23,21,105
Bihar,Gaya,2025-10-24,198,1688
Bihar,Gaya,2025-10-25,148,1422
Bihar,Gaya,2025-10-26,186,1970
Bihar,Gaya,2025-10-27,80,700
Bihar,Gaya,2025-10-28,60,418
Bihar,Gaya,2025-10-29,165,592
Bihar,Gaya,2025-10-30,81,749
Bihar,Gaya,2025-10-31,149,1582
Bihar,Gaya,2025-11-01,168,1596
Bihar,Gaya,2025-11-02,90,695
Bihar,Gaya,2025-11-03,226,1963
Bihar,Gaya,2025-11-04,166,1988
Bihar,Gaya,2025-11-05,147,1114
Bihar,Gaya,2025-11-06,243,1687
Bihar,Gaya,2025-11-07,124,1195
Bihar,Gaya,2025-11-08,83,915
Bihar,Gaya,2025-11-09,30,303
Bihar,Gaya,2025-11-10,66,730
Bihar,Gaya,2025-11-11,8,258
Bihar,Gaya,2025-11-12,77,798
Bihar,Gaya,2025-11-13,191,1392
Bihar,Gaya,2025-11-14,113,696
Bihar,Gaya,2025-11-15,104,908
Bihar,Gaya,2025-11-16,71,358
Bihar,Gaya,2025-11-17,108,1058
Bihar,Gaya,2025-11-18,69,658
Bihar,Gaya,2025-11-19,94,1002
Bihar,Gaya,2025-11-25,26,161
Bihar,Gaya,2025-11-26,64,661
Bihar,Gaya,2025-11-27,101,963
Bihar,Gaya,2025-11-28,121,978
Bihar,Gaya,2025-11-29,79,691
Bihar,Gaya,2025-12-01,211,1840
Bihar,Gaya,2025-12-02,149,1264
Bihar,Gaya,2025-12-03,147,1217
Bihar,Gaya,2025-12-04,96,1171
Bihar,Gaya,2025-12-05,157,1144
Bihar,Gaya,2025-12-06,124,1077
Bihar,Gaya,2025-12-07,68,502
Bihar,Gaya,2025-12-08,164,1444
Bihar,Gaya,2025-12-09,156,1394
Bihar,Gaya,2025-12-10,181,1518
Bihar,Gaya,2025-12-11,147,1453
Bihar,Gaya,2025-12-12,136,1350
Bihar,Gaya,2025-12-13,83,910
Bihar,Gaya,2025-12-14,41,403
Bihar,Gaya,2025-12-15,123,1419
Bihar,Gaya,2025-12-16,153,1607
Bihar,Gaya,2025-12-17,144,1332
Bihar,Gaya,2025-12-18,141,1132
Bihar,Gaya,2025-12-19,72,599
Bihar,Gaya,2025-12-20,90,646
Bihar,Gaya,2025-12-21,27,267
Bihar,Gaya,2025-12-22,132,892
Bihar,Gaya,2025-12-23,145,1058
Bihar,Gaya,2025-12-24,69,820
Bihar,Gaya,2025-12-25,32,437
Bihar,Gaya,2025-12-26,96,791
Bihar,Gaya,2025-12-27,49,722
Bihar,Gaya,2025-12-28,90,497
Bihar,Gaya,2025-12-29,58,468
Bihar,Gaya,2025-12-31,82,1076
Bihar,Gaya,2026-01-01,63,569
Bihar,Gaya,2026-01-02,142,650
Bihar,Gaya,2026-01-03,22,226
Bihar,Gopalganj,2025-03-01,1545,16464
Bihar,Gopalganj,2025-09-01,81,847
Bihar,Gopalganj,2025-09-02,129,1223
Bihar,Gopalganj,2025-09-03,51,673
Bihar,Gopalganj,2025-09-04,90,1162
Bihar,Gopalganj,2025-09-05,35,624
Bihar,Gopalganj,2025-09-06,66,924
Bihar,Gopalganj,2025-09-07,30,297
Bihar,Gopalganj,2025-09-08,93,1094
Bihar,Gopalganj,2025-09-09,121,1400
Bihar,Gopalganj,2025-09-10,83,1051
Bihar,Gopalganj,2025-09-11,66,943
Bihar,Gopalganj,2025-09-12,75,1154
