state,district,date,age_0_5,age_5_17,age_18_greater
Bihar,Bhagalpur,2025-09-16,74,78,1
Bihar,Bhagalpur,2025-09-17,48,41,1
Bihar,Bhagalpur,2025-09-18,111,73,0
Bihar,Bhagalpur,2025-09-19,85,100,0
Bihar,Bhagalpur,2025-09-20,51,80,1
Bihar,Bhagalpur,2025-09-21,7,17,0
Bihar,Bhagalpur,2025-09-22,51,64,0
Bihar,Bhagalpur,2025-09-23,75,81,1
Bihar,Bhagalpur,2025-09-24,79,54,0
Bihar,Bhagalpur,2025-09-25,66,69,1
Bihar,Bhagalpur,2025-09-26,46,42,0
Bihar,Bhagalpur,2025-09-27,17,32,0
Bihar,Bhagalpur,2025-09-28,6,4,0
Bihar,Bhagalpur,2025-09-29,5,10,0
Bihar,Bhagalpur,2025-09-30,0,1,0
Bihar,Bhagalpur,2025-10-13,138,125,6
Bihar,Bhagalpur,2025-10-15,131,101,18
Bihar,Bhagalpur,2025-10-16,58,68,14
Bihar,Bhagalpur,2025-10-17,233,199,3
Bihar,Bhagalpur,2025-10-18,106,76,1
Bihar,Bhagalpur,2025-10-19,122,92,0
Bihar,Bhagalpur,2025-10-20,26,24,0
Bihar,Bhagalpur,2025-10-21,8,12,0
Bihar,Bhagalpur,2025-10-23,0,0,4
Bihar,Bhagalpur,2025-10-24,58,58,12
Bihar,Bhagalpur,2025-10-25,100,88,0
Bihar,Bhagalpur,2025-10-26,44,67,0
Bihar,Bhagalpur,2025-10-27,24,45,0
Bihar,Bhagalpur,2025-10-28,71,34,1
Bihar,Bhagalpur,2025-10-29,39,14,0
Bihar,Bhagalpur,2025-10-30,79,55,3
Bihar,Bhagalpur,2025-10-31,86,80,0
Bihar,Bhagalpur,2025-11-01,19,15,0
Bihar,Bhagalpur,2025-11-02,198,135,0
Bihar,Bhagalpur,2025-11-03,40,38,2
Bihar,Bhagalpur,2025-11-04,3,0,0
Bihar,Bhagalpur,2025-11-05,229,187,0
Bihar,Bhagalpur,2025-11-06,59,92,0
Bihar,Bhagalpur,2025-11-07,69,78,1
Bihar,Bhagalpur,2025-11-08,101,66,0
Bihar,Bhagalpur,2025-11-09,110,72,0
Bihar,Bhagalpur,2025-11-10,158,94,0
Bihar,Bhagalpur,2025-11-11,65,45,0
Bihar,Bhagalpur,2025-11-12,39,48,0
Bihar,Bhagalpur,2025-11-13,12,27,1
Bihar,Bhagalpur,2025-11-14,31,42,1
Bihar,Bhagalpur,2025-11-15,254,158,1
Bihar,Bhagalpur,2025-11-16,95,69,1
Bihar,Bhagalpur,2025-11-17,48,22,0
Bihar,Bhagalpur,2025-11-18,186,114,0
Bihar,Bhagalpur,2025-11-19,292,147,0
Bihar,Bhagalpur,2025-11-25,83,79,0
Bihar,Bhagalpur,2025-12-15,287,211,0
Bihar,Bhagalpur,2025-12-21,73,0,0
Bihar,Bhagalpur,2025-12-22,297,2,0
Bihar,Bhagalpur,2025-12-23,105,0,0
Bihar,Bhagalpur,2025-12-24,69,70,2
Bihar,Bhagalpur,2025-12-25,41,155,1
Bihar,Bhagalpur,2025-12-26,94,77,0
Bihar,Bhagalpur,2025-12-27,93,91,0
Bihar,Bhagalpur,2025-12-28,85,63,0
Bihar,Bhagalpur,2025-12-29,74,42,0
Bihar,Bhagalpur,2025-12-31,148,311,4
Bihar,Bhagalpur,2026-01-01,214,224,4
Bihar,Bhagalpur,2026-01-02,166,137,1
Bihar,Bhagalpur,2026-01-03,8,54,0
Bihar,Bhojpur,2025-06-09,43,254,3
Bihar,Bhojpur,2025-06-10,31,242,7
Bihar,Bhojpur,2025-06-11,21,137,3
Bihar,Bhojpur,2025-06-12,27,165,2
Bihar,Bhojpur,2025-06-13,19,186,5
Bihar,Bhojpur,2025-06-14,17,110,3
Bihar,Bhojpur,2025-06-15,1,19,3
Bihar,Bhojpur,2025-06-16,31,217,3
Bihar,Bhojpur,2025-06-17,37,267,4
Bihar,Bhojpur,2025-06-18,14,116,3
Bihar,Bhojpur,2025-06-19,41,269,3
Bihar,Bhojpur,2025-07-01,184,626,13
Bihar,Bhojpur,2025-09-01,53,175,2
Bihar,Bhojpur,2025-09-02,39,181,1
Bihar,Bhojpur,2025-09-03,30,129,0
Bihar,Bhojpur,2025-09-04,31,113,2
Bihar,Bhojpur,2025-09-05,16,49,0
Bihar,Bhojpur,2025-09-06,36,126,0
Bihar,Bhojpur,2025-09-07,5,29,2
Bihar,Bhojpur,2025-09-08,51,140,1
Bihar,Bhojpur,2025-09-09,31,131,0
Bihar,Bhojpur,2025-09-10,62,131,1
Bihar,Bhojpur,2025-09-11,51,87,0
Bihar,Bhojpur,2025-09-12,24,123,0
Bihar,Bhojpur,2025-09-13,16,53,0
Bihar,Bhojpur,2025-09-14,4,11,0
Bihar,Bhojpur,2025-09-15,26,84,0
Bihar,Bhojpur,2025-09-16,37,91,2
Bihar,Bhojpur,2025-09-17,19,74,0
Bihar,Bhojpur,2025-09-18,27,99,0
Bihar,Bhojpur,2025-09-19,45,120,1
Bihar,Bhojpur,2025-09-20,26,102,0
Bihar,Bhojpur,2025-09-21,4,5,0
Bihar,Bhojpur,2025-09-22,41,117,0
Bihar,Bhojpur,2025-09-23,30,130,0
Bihar,Bhojpur,2025-09-24,48,121,0
Bihar,Bhojpur,2025-09-25,42,101,1
Bihar,Bhojpur,2025-09-26,26,66,1
Bihar,Bhojpur,2025-09-27,12,47,0
Bihar,Bhojpur,2025-09-28,1,8,0
Bihar,Bhojpur,2025-09-29,2,8,1
Bihar,Bhojpur,2025-09-30,0,2,0
Bihar,Bhojpur,2025-10-13,66,202,2
Bihar,Bhojpur,2025-10-15,52,172,2
Bihar,Bhojpur,2025-10-16,34,109,5
Bihar,Bhojpur,2025-10-17,119,373,2
Bihar,Bhojpur,2025-10-18,45,224,3
Bihar,Bhojpur,2025-10-19,65,198,2
Bihar,Bhojpur,2025-10-20,10,84,0
Bihar,Bhojpur,2025-10-21,8,36,1
Bihar,Bhojpur,2025-10-23,0,1,1
Bihar,Bhojpur,2025-10-24,51,146,3
Bihar,Bhojpur,2025-10-25,74,173,0
Bihar,Bhojpur,2025-10-26,21,134,1
Bihar,Bhojpur,2025-10-27,12,93,1
Bihar,Bhojpur,2025-10-28,20,80,0
Bihar,Bhojpur,2025-10-29,19,32,0
Bihar,Bhojpur,2025-10-30,55,147,2
Bihar,Bhojpur,2025-10-31,41,160,1
Bihar,Bhojpur,2025-11-01,3,36,1
Bihar,Bhojpur,2025-11-02,74,174,0
Bihar,Bhojpur,2025-11-03,35,79,0
Bihar,Bhojpur,2025-11-04,0,1,0
Bihar,Bhojpur,2025-11-05,54,237,2
Bihar,Bhojpur,2025-11-06,15,112,0
Bihar,Bhojpur,2025-11-07,19,73,1
Bihar,Bhojpur,2025-11-08,42,111,3
Bihar,Bhojpur,2025-11-09,35,93,1
Bihar,Bhojpur,2025-11-10,65,195,2
Bihar,Bhojpur,2025-11-11,31,135,0
Bihar,Bhojpur,2025-11-12,27,140,3
Bihar,Bhojpur,2025-11-13,20,96,0
Bihar,Bhojpur,2025-11-14,33,113,0
Bihar,Bhojpur,2025-11-15,90,241,3
Bihar,Bhojpur,2025-11-16,33,115,1
Bihar,Bhojpur,2025-11-17,24,54,12
Bihar,Bhojpur,2025-11-18,42,121,4
Bihar,Bhojpur,2025-11-19,104,227,2
Bihar,Bhojpur,2025-11-25,28,129,2
Bihar,Bhojpur,2025-12-15,155,386,0
Bihar,Bhojpur,2025-12-21,37,0,0
Bihar,Bhojpur,2025-12-22,174,0,0
Bihar,Bhojpur,2025-12-23,58,1,0
Bihar,Bhojpur,2025-12-24,31,130,1
Bihar,Bhojpur,2025-12-25,25,270,3
Bihar,Bhojpur,2025-12-26,43,158,0
Bihar,Bhojpur,2025-12-27,27,195,1
Bihar,Bhojpur,2025-12-28,18,107,0
Bihar,Bhojpur,2025-12-29,41,167,2
Bihar,Bhojpur,2025-12-31,63,728,12
Bihar,Bhojpur,2026-01-01,103,418,10
Bihar,Bhojpur,2026-01-02,48,237,5
Bihar,Bhojpur,2026-01-03,2,91,3
Bihar,Buxar,2025-06-09,20,131,1
Bihar,Buxar,2025-06-10,32,109,1
Bihar,Buxar,2025-06-11,12,27,0
Bihar,Buxar,2025-06-12,10,93,5
Bihar,Buxar,2025-06-13,17,74,1
Bihar,Buxar,2025-06-14,8,70,3
Bihar,Buxar,2025-06-15,3,8,1
Bihar,Buxar,2025-06-16,19,92,4
Bihar,Buxar,2025-06-17,27,141,2
Bihar,Buxar,2025-06-18,18,84,1
Bihar,Buxar,2025-06-19,23,143,2
Bihar,Buxar,2025-09-01,38,101,1
Bihar,Buxar,2025-09-02,31,89,0
Bihar,Buxar,2025-09-03,24,122,2
Bihar,Buxar,2025-09-04,18,78,0
Bihar,Buxar,2025-09-05,5,17,0
Bihar,Buxar,2025-09-06,20,81,1
Bihar,Buxar,2025-09-07,0,3,0
Bihar,Buxar,2025-09-08,25,62,0
Bihar,Buxar,2025-09-09,32,69,0
Bihar,Buxar,2025-09-10,31,73,0
Bihar,Buxar,2025-09-11,22,73,0
Bihar,Buxar,2025-09-12,30,81,0
Bihar,Buxar,2025-09-13,14,48,0
Bihar,Buxar,2025-09-14,1,2,0
Bihar,Buxar,2025-09-15,31,51,0
Bihar,Buxar,2025-09-16,49,78,0
Bihar,Buxar,2025-09-17,24,50,0
Bihar,Buxar,2025-09-18,64,57,0
Bihar,Buxar,2025-09-19,79,81,2
Bihar,Buxar,2025-09-20,55,59,0
Bihar,Buxar,2025-09-21,1,1,0
Bihar,Buxar,2025-09-22,14,51,0
Bihar,Buxar,2025-09-23,18,78,1
Bihar,Buxar,2025-09-24,72,80,0
Bihar,Buxar,2025-09-25,94,72,0
Bihar,Buxar,2025-09-26,55,42,0
Bihar,Buxar,2025-09-27,3,13,0
Bihar,Buxar,2025-09-29,5,9,0
Bihar,Buxar,2025-09-30,1,0,0
Bihar,Buxar,2025-10-13,76,95,3
Bihar,Buxar,2025-10-15,61,91,3
Bihar,Buxar,2025-10-16,28,39,4
Bihar,Buxar,2025-10-17,106,230,7
Bihar,Buxar,2025-10-18,47,83,0
Bihar,Buxar,2025-10-19,48,72,0
Bihar,Buxar,2025-10-20,13,38,0
Bihar,Buxar,2025-10-21,2,16,0
Bihar,Buxar,2025-10-23,0,1,3
Bihar,Buxar,2025-10-24,29,68,2
Bihar,Buxar,2025-10-25,41,88,3
Bihar,Buxar,2025-10-26,15,43,0
Bihar,Buxar,2025-10-27,11,33,0
Bihar,Buxar,2025-10-28,14,45,0
Bihar,Buxar,2025-10-29,12,24,2
Bihar,Buxar,2025-10-30,27,83,0
Bihar,Buxar,2025-10-31,29,69,0
Bihar,Buxar,2025-11-01,1,7,0
Bihar,Buxar,2025-11-02,49,64,0
Bihar,Buxar,2025-11-03,8,29,0
Bihar,Buxar,2025-11-04,2,1,0
Bihar,Buxar,2025-11-05,48,102,3
Bihar,Buxar,2025-11-06,18,28,0
Bihar,Buxar,2025-11-07,12,23,0
Bihar,Buxar,2025-11-08,29,49,2
Bihar,Buxar,2025-11-09,16,30,0
Bihar,Buxar,2025-11-10,44,83,0
Bihar,Buxar,2025-11-11,24,47,3
Bihar,Buxar,2025-11-12,33,59,1
Bihar,Buxar,2025-11-13,8,32,7
Bihar,Buxar,2025-11-14,18,46,1
Bihar,Buxar,2025-11-15,81,150,0
Bihar,Buxar,2025-11-16,21,52,0
Bihar,Buxar,2025-11-17,15,26,1
Bihar,Buxar,2025-11-18,47,68,0
Bihar,Buxar,2025-11-19,68,114,1
Bihar,Buxar,2025-11-25,23,45,0
Bihar,Buxar,2025-12-15,99,224,5
Bihar,Buxar,2025-12-21,27,0,0
Bihar,Buxar,2025-12-22,86,1,0
Bihar,Buxar,2025-12-23,32,0,0
Bihar,Buxar,2025-12-24,19,44,0
Bihar,Buxar,2025-12-25,15,142,3
Bihar,Buxar,2025-12-26,45,75,0
Bihar,Buxar,2025-12-27,51,68,0
Bihar,Buxar,2025-12-28,34,29,0
Bihar,Buxar,2025-12-29,46,56,0
Bihar,Buxar,2025-12-31,68,268,1
Bihar,Buxar,2026-01-01,98,205,1
Bihar,Buxar,2026-01-02,52,137,4
Bihar,Buxar,2026-01-03,2,42,1
Bihar,Darbhanga,2025-06-01,255,183,10
Bihar,Darbhanga,2025-06-09,135,130,3
Bihar,Darbhanga,2025-06-10,160,185,4
Bihar,Darbhanga,2025-06-11,59,65,5
Bihar,Darbhanga,2025-06-12,89,102,3
Bihar,Darbhanga,2025-06-13,82,104,2
Bihar,Darbhanga,2025-06-14,89,134,5
Bihar,Darbhanga,2025-06-15,22,34,2
Bihar,Darbhanga,2025-06-16,143,132,1
Bihar,Darbhanga,2025-06-17,176,198,2
Bihar,Darbhanga,2025-06-18,137,133,2
Bihar,Darbhanga,2025-06-19,214,184,4
Bihar,Darbhanga,2025-09-01,169,101,0
Bihar,Darbhanga,2025-09-02,176,128,2
Bihar,Darbhanga,2025-09-03,198,114,0
Bihar,Darbhanga,2025-09-04,136,116,0
Bihar,Darbhanga,2025-09-05,82,46,1
Bihar,Darbhanga,2025-09-06,195,83,1
Bihar,Darbhanga,2025-09-07,30,30,0
Bihar,Darbhanga,2025-09-08,194,100,1
Bihar,Darbhanga,2025-09-09,235,130,0
Bihar,Darbhanga,2025-09-10,206,126,1
Bihar,Darbhanga,2025-09-11,141,68,0
Bihar,Darbhanga,2025-09-12,152,108,0
Bihar,Darbhanga,2025-09-13,104,45,0
Bihar,Darbhanga,2025-09-14,23,18,0
Bihar,Darbhanga,2025-09-15,90,70,0
Bihar,Darbhanga,2025-09-16,108,95,0
Bihar,Darbhanga,2025-09-17,91,43,0
Bihar,Darbhanga,2025-09-18,100,75,0
Bihar,Darbhanga,2025-09-19,110,47,2
Bihar,Darbhanga,2025-09-20,90,71,1
Bihar,Darbhanga,2025-09-21,23,8,0
Bihar,Darbhanga,2025-09-22,101,61,0
Bihar,Darbhanga,2025-09-23,123,80,0
Bihar,Darbhanga,2025-09-24,147,79,1
Bihar,Darbhanga,2025-09-25,118,53,0
Bihar,Darbhanga,2025-09-26,96,33,0
Bihar,Darbhanga,2025-09-27,36,16,0
Bihar,Darbhanga,2025-09-28,5,6,0
Bihar,Darbhanga,2025-09-29,6,7,0
Bihar,Darbhanga,2025-09-30,1,3,0
Bihar,Darbhanga,2025-10-13,243,132,6
Bihar,Darbhanga,2025-10-15,176,92,5
Bihar,Darbhanga,2025-10-16,124,66,10
Bihar,Darbhanga,2025-10-17,377,192,2
Bihar,Darbhanga,2025-10-18,158,80,0
Bihar,Darbhanga,2025-10-19,198,86,0
Bihar,Darbhanga,2025-10-20,55,40,1
Bihar,Darbhanga,2025-10-21,15,21,0
Bihar,Darbhanga,2025-10-22,0,1,0
Bihar,Darbhanga,2025-10-23,0,0,4
Bihar,Darbhanga,2025-10-24,112,79,1
Bihar,Darbhanga,2025-10-25,180,84,0
Bihar,Darbhanga,2025-10-26,78,76,0
Bihar,Darbhanga,2025-10-27,54,55,2
Bihar,Darbhanga,2025-10-28,96,52,0
Bihar,Darbhanga,2025-10-29,87,37,1
Bihar,Darbhanga,2025-10-30,188,90,0
Bihar,Darbhanga,2025-10-31,122,83,1
Bihar,Darbhanga,2025-11-01,20,13,0
Bihar,Darbhanga,2025-11-02,205,110,0
Bihar,Darbhanga,2025-11-03,46,38,0
Bihar,Darbhanga,2025-11-04,0,1,0
Bihar,Darbhanga,2025-11-05,201,116,3
Bihar,Darbhanga,2025-11-06,39,58,0
Bihar,Darbhanga,2025-11-07,47,34,0
Bihar,Darbhanga,2025-11-08,114,71,1
Bihar,Darbhanga,2025-11-09,103,55,0
Bihar,Darbhanga,2025-11-10,219,132,3
Bihar,Darbhanga,2025-11-11,111,72,2
Bihar,Darbhanga,2025-11-12,93,83,2
Bihar,Darbhanga,2025-11-13,59,43,0
Bihar,Darbhanga,2025-11-14,102,56,0
Bihar,Darbhanga,2025-11-15,327,164,1
Bihar,Darbhanga,2025-11-16,79,70,2
Bihar,Darbhanga,2025-11-17,64,32,0
Bihar,Darbhanga,2025-11-18,168,91,0
Bihar,Darbhanga,2025-11-19,304,135,0
Bihar,Darbhanga,2025-11-25,104,64,1
Bihar,Darbhanga,2025-12-15,484,266,0
Bihar,Darbhanga,2025-12-21,119,2,0
Bihar,Darbhanga,2025-12-22,431,8,0
Bihar,Darbhanga,2025-12-23,131,2,0
Bihar,Darbhanga,2025-12-24,91,49,1
Bihar,Darbhanga,2025-12-25,55,109,0
Bihar,Darbhanga,2025-12-26,118,66,0
Bihar,Darbhanga,2025-12-27,103,76,0
Bihar,Darbhanga,2025-12-28,81,39,0
Bihar,Darbhanga,2025-12-29,113,62,0
Bihar,Darbhanga,2025-12-31,194,321,6
Bihar,Darbhanga,2026-01-01,256,207,3
Bihar,Darbhanga,2026-01-02,150,116,2
Bihar,Darbhanga,2026-01-03,11,33,1
Bihar,East Champaran,2025-04-01,1528,2371,153
Bihar,East Champaran,2025-05-01,1445,2871,192
Bihar,East Champaran,2025-06-09,103,335,9
Bihar,East Champaran,2025-06-10,124,427,19
Bihar,East Champaran,2025-06-11,38,114,8
Bihar,East Champaran,2025-06-12,80,295,18
Bihar,East Champaran,2025-06-13,97,272,17
Bihar,East Champaran,2025-06-14,60,232,13
Bihar,East Champaran,2025-06-15,12,30,6
Bihar,East Champaran,2025-06-16,101,354,23
Bihar,East Champaran,2025-06-17,144,581,26
Bihar,East Champaran,2025-06-18,99,236,18
Bihar,East Champaran,2025-06-19,128,437,23
Bihar,East Champaran,2025-09-01,121,238,3
Bihar,East Champaran,2025-09-02,122,273,12
Bihar,East Champaran,2025-09-03,147,254,10
Bihar,East Champaran,2025-09-04,125,203,10
Bihar,East Champaran,2025-09-05,31,64,1
Bihar,East Champaran,2025-09-06,117,276,9
Bihar,East Champaran,2025-09-07,8,35,1
Bihar,East Champaran,2025-09-08,172,270,8
Bihar,East Champaran,2025-09-09,164,276,4
Bihar,East Champaran,2025-09-10,178,244,12
Bihar,East Champaran,2025-09-11,104,202,6
Bihar,East Champaran,2025-09-12,125,269,5
Bihar,East Champaran,2025-09-13,100,189,7
Bihar,East Champaran,2025-09-14,28,64,0
Bihar,East Champaran,2025-09-15,118,163,6
Bihar,East Champaran,2025-09-16,112,199,2
Bihar,East Champaran,2025-09-17,47,76,5
Bihar,East Champaran,2025-09-18,113,183,5
Bihar,East Champaran,2025-09-19,78,126,1
Bihar,East Champaran,2025-09-20,91,160,4
Bihar,East Champaran,2025-09-21,8,13,1
Bihar,East Champaran,2025-09-22,67,142,7
Bihar,East Champaran,2025-09-23,82,160,4
Bihar,East Champaran,2025-09-24,108,171,1
Bihar,East Champaran,2025-09-25,108,156,1
Bihar,East Champaran,2025-09-26,55,79,1
Bihar,East Champaran,2025-09-27,20,46,0
Bihar,East Champaran,2025-09-28,1,20,1
Bihar,East Champaran,2025-09-29,4,21,1
Bihar,East Champaran,2025-09-30,0,8,0
Bihar,East Champaran,2025-10-13,153,265,15
Bihar,East Champaran,2025-10-15,97,245,18
Bihar,East Champaran,2025-10-16,69,164,16
Bihar,East Champaran,2025-10-17,237,320,13
Bihar,East Champaran,2025-10-18,132,248,6
Bihar,East Champaran,2025-10-19,110,193,3
Bihar,East Champaran,2025-10-20,29,89,1
Bihar,East Champaran,2025-10-21,10,50,1
Bihar,East Champaran,2025-10-22,1,0,0
Bihar,East Champaran,2025-10-23,0,0,6
Bihar,East Champaran,2025-10-24,72,154,14
Bihar,East Champaran,2025-10-25,112,176,2
Bihar,East Champaran,2025-10-26,47,158,12
Bihar,East Champaran,2025-10-27,28,133,6
Bihar,East Champaran,2025-10-28,35,72,7
Bihar,East Champaran,2025-10-29,32,39,4
Bihar,East Champaran,2025-10-30,92,117,2
Bihar,East Champaran,2025-10-31,80,146,4
Bihar,East Champaran,2025-11-01,10,56,6
Bihar,East Champaran,2025-11-02,113,167,2
Bihar,East Champaran,2025-11-03,42,114,2
Bihar,East Champaran,2025-11-04,1,3,0
Bihar,East Champaran,2025-11-05,192,362,9
Bihar,East Champaran,2025-11-06,75,235,12
Bihar,East Champaran,2025-11-07,72,204,5
Bihar,East Champaran,2025-11-08,109,242,6
Bihar,East Champaran,2025-11-09,95,172,5
Bihar,East Champaran,2025-11-10,157,212,10
Bihar,East Champaran,2025-11-11,53,131,6
Bihar,East Champaran,2025-11-12,45,123,8
Bihar,East Champaran,2025-11-13,12,101,7
Bihar,East Champaran,2025-11-14,22,86,9
Bihar,East Champaran,2025-11-15,185,268,22
Bihar,East Champaran,2025-11-16,69,146,7
Bihar,East Champaran,2025-11-17,49,87,3
Bihar,East Champaran,2025-11-18,140,209,5
Bihar,East Champaran,2025-11-19,251,294,11
Bihar,East Champaran,2025-11-25,82,174,10
Bihar,East Champaran,2025-12-15,364,624,3
Bihar,East Champaran,2025-12-21,78,4,0
Bihar,East Champaran,2025-12-22,367,9,0
Bihar,East Champaran,2025-12-23,104,1,0
Bihar,East Champaran,2025-12-24,85,152,8
Bihar,East Champaran,2025-12-25,62,347,5
Bihar,East Champaran,2025-12-26,111,247,3
Bihar,East Champaran,2025-12-27,101,299,4
Bihar,East Champaran,2025-12-28,82,188,1
Bihar,East Champaran,2025-12-29,84,214,2
Bihar,East Champaran,2025-12-31,172,816,41
Bihar,East Champaran,2026-01-01,203,396,18
Bihar,East Champaran,2026-01-02,126,233,21
Bihar,East Champaran,2026-01-03,15,60,7
Bihar,Gaya,2025-04-01,437,1371,54
Bihar,Gaya,2025-05-01,452,1796,69
Bihar,Gaya,2025-06-01,515,1341,37
Bihar,Gaya,2025-06-09,93,278,5
Bihar,Gaya,2025-06-10,71,242,8
Bihar,Gaya,2025-06-11,40,103,5
Bihar,Gaya,2025-06-12,62,218,5
Bihar,Gaya,2025-06-13,57,208,6
Bihar,Gaya,2025-06-14,53,154,8
Bihar,Gaya,2025-06-15,6,43,4
Bihar,Gaya,2025-06-16,47,279,8
Bihar,Gaya,2025-06-17,67,418,10
Bihar,Gaya,2025-06-18,49,218,11
Bihar,Gaya,2025-06-19,57,303,13
Bihar,Gaya,2025-07-01,546,2601,65
Bihar,Gaya,2025-09-01,92,359,0
Bihar,Gaya,2025-09-02,87,316,0
Bihar,Gaya,2025-09-03,71,241,1
Bihar,Gaya,2025-09-04,48,175,0
Bihar,Gaya,2025-09-05,26,92,0
Bihar,Gaya,2025-09-06,67,190,3
Bihar,Gaya,2025-09-07,16,49,0
Bihar,Gaya,2025-09-08,70,201,1
Bihar,Gaya,2025-09-09,93,228,5
Bihar,Gaya,2025-09-10,108,210,3
Bihar,Gaya,2025-09-11,61,198,3
Bihar,Gaya,2025-09-12,73,219,4
Bihar,Gaya,2025-09-13,37,94,4
Bihar,Gaya,2025-09-14,7,21,2
Bihar,Gaya,2025-09-15,52,107,0
Bihar,Gaya,2025-09-16,56,134,0
Bihar,Gaya,2025-09-17,34,77,1
Bihar,Gaya,2025-09-18,68,133,4
Bihar,Gaya,2025-09-19,57,156,5
Bihar,Gaya,2025-09-20,69,156,1
Bihar,Gaya,2025-09-21,2,15,0
Bihar,Gaya,2025-09-22,37,140,0
Bihar,Gaya,2025-09-23,56,151,3
Bihar,Gaya,2025-09-24,69,112,1
Bihar,Gaya,2025-09-25,50,120,1
Bihar,Gaya,2025-09-26,40,108,0
Bihar,Gaya,2025-09-27,13,59,0
Bihar,Gaya,2025-09-28,4,10,0
Bihar,Gaya,2025-09-29,4,57,0
Bihar,Gaya,2025-09-30,0,15,0
Bihar,Gaya,2025-10-13,138,424,14
Bihar,Gaya,2025-10-15,97,332,14
Bihar,Gaya,2025-10-16,44,217,9
Bihar,Gaya,2025-10-17,139,297,6
Bihar,Gaya,2025-10-18,78,288,19
Bihar,Gaya,2025-10-19,78,220,4
Bihar,Gaya,2025-10-20,15,88,2
Bihar,Gaya,2025-10-21,5,28,0
Bihar,Gaya,2025-10-22,0,3,0
Bihar,Gaya,2025-10-23,0,1,6
Bihar,Gaya,2025-10-24,40,114,3
Bihar,Gaya,2025-10-25,99,241,3
Bihar,Gaya,2025-10-26,33,212,3
Bihar,Gaya,2025-10-27,27,154,0
Bihar,Gaya,2025-10-28,47,140,1
Bihar,Gaya,2025-10-29,30,65,3
Bihar,Gaya,2025-10-30,63,169,1
Bihar,Gaya,2025-10-31,48,188,2
Bihar,Gaya,2025-11-01,12,96,0
Bihar,Gaya,2025-11-02,122,265,0
Bihar,Gaya,2025-11-03,27,128,2
Bihar,Gaya,2025-11-04,2,5,0
Bihar,Gaya,2025-11-05,153,389,2
Bihar,Gaya,2025-11-06,60,259,2
Bihar,Gaya,2025-11-07,50,175,7
Bihar,Gaya,2025-11-08,68,250,0
Bihar,Gaya,2025-11-09,50,141,0
Bihar,Gaya,2025-11-10,85,172,2
Bihar,Gaya,2025-11-11,28,90,1
Bihar,Gaya,2025-11-12,14,94,1
Bihar,Gaya,2025-11-13,17,39,3
Bihar,Gaya,2025-11-14,10,56,2
Bihar,Gaya,2025-11-15,87,166,1
Bihar,Gaya,2025-11-16,37,81,0
Bihar,Gaya,2025-11-17,24,48,0
Bihar,Gaya,2025-11-18,66,92,0
Bihar,Gaya,2025-11-19,147,197,1
Bihar,Gaya,2025-11-25,42,134,1
Bihar,Gaya,2025-12-15,231,588,1
Bihar,Gaya,2025-12-21,56,4,0
Bihar,Gaya,2025-12-22,298,4,0
Bihar,Gaya,2025-12-23,95,3,0
Bihar,Gaya,2025-12-24,80,208,6
Bihar,Gaya,2025-12-25,60,511,10
Bihar,Gaya,2025-12-26,106,309,2
Bihar,Gaya,2025-12-27,105,383,2
Bihar,Gaya,2025-12-28,64,219,0
Bihar,Gaya,2025-12-29,83,219,5
Bihar,Gaya,2025-12-31,124,921,16
Bihar,Gaya,2026-01-01,141,582,9
Bihar,Gaya,2026-01-02,96,383,10
Bihar,Gaya,2026-01-03,7,132,0
Bihar,Gopalganj,2025-05-01,385,495,27
Bihar,Gopalganj,2025-06-01,577,1145,51
Bihar,Gopalganj,2025-06-09,47,129,1
Bihar,Gopalganj,2025-06-10,50,152,2
Bihar,Gopalganj,2025-06-11,26,79,4
Bihar,Gopalganj,2025-06-12,41,142,5
Bihar,Gopalganj,2025-06-13,31,104,5
Bihar,Gopalganj,2025-06-14,30,59,2
Bihar,Gopalganj,2025-06-15,1,11,1
Bihar,Gopalganj,2025-06-16,67,203,10
Bihar,Gopalganj,2025-06-17,95,281,9
Bihar,Gopalganj,2025-06-18,42,165,4
Bihar,Gopalganj,2025-06-19,69,277,7
Bihar,Gopalganj,2025-07-01,882,1961,48
Bihar,Gopalganj,2025-09-01,66,163,3
Bihar,Gopalganj,2025-09-02,70,130,0
Bihar,Gopalganj,2025-09-03,66,77,0
Bihar,Gopalganj,2025-09-04,53,82,0
Bihar,Gopalganj,2025-09-05,22,22,1
Bihar,Gopalganj,2025-09-06,52,92,0
Bihar,Gopalganj,2025-09-07,7,18,0
Bihar,Gopalganj,2025-09-08,60,94,0
Bihar,Gopalganj,2025-09-09,73,115,0
Bihar,Gopalganj,2025-09-10,72,96,0
Bihar,Gopalganj,2025-09-11,54,88,0
Bihar,Gopalganj,2025-09-12,71,118,0
Bihar,Gopalganj,2025-09-13,38,61,0
Bihar,Gopalganj,2025-09-14,10,20,0
Bihar,Gopalganj,2025-09-15,38,73,0
Bihar,Gopalganj,2025-09-16,42,59,0
Bihar,Gopalganj,2025-09-17,20,43,0
Bihar,Gopalganj,2025-09-18,35,64,0
Bihar,Gopalganj,2025-09-19,19,39,0
Bihar,Gopalganj,2025-09-20,34,65,0
Bihar,Gopalganj,2025-09-21,4,7,1
Bihar,Gopalganj,2025-09-22,45,70,0
Bihar,Gopalganj,2025-09-23,51,71,0
Bihar,Gopalganj,2025-09-24,53,73,0
